PROBE_ID chr BP gene_name
ENSG00000105371.8 chr19 10397643 ICAM4
ENSG00000161847.9 chr19 10426888 RAVER1
ENSG00000076662.5 chr19 10444452 ICAM3
ENSG00000105397.9 chr19 10461209 TYK2
ENSG00000180448.6 chr19 1067174 HMHA1
ENSG00000267673.2 chr19 10420721 FDX1L
ENSG00000065989.11 chr19 10563615 PDE4A
ENSG00000105401.2 chr19 10501810 CDC37
ENSG00000130734.5 chr19 10654594 ATG4D
ENSG00000167468.12 chr19 1103936 GPX4
ENSG00000079999.9 chr19 10596802 KEAP1
ENSG00000129353.10 chr19 10736201 SLC44A2
ENSG00000129351.13 chr19 10764937 ILF3
ENSG00000129347.15 chr19 10663761 KRI1
ENSG00000129355.6 chr19 10677138 CDKN2D
ENSG00000213339.4 chr19 10812127 QTRT1
ENSG00000079805.12 chr19 10828807 DNM2
ENSG00000099817.7 chr19 1086875 POLR2E
ENSG00000142453.7 chr19 10982189 CARM1
ENSG00000142444.6 chr19 11039409 C19orf52
ENSG00000099203.2 chr19 10943114 TMED1
ENSG00000214212.4 chr19 10959078 C19orf38
ENSG00000130733.6 chr19 11033444 YIPF2
ENSG00000127616.12 chr19 11071677 SMARCA4
ENSG00000064932.11 chr19 1107636 SBNO2
ENSG00000130164.7 chr19 11200038 LDLR
ENSG00000161888.7 chr19 11256170 SPC24
ENSG00000105518.9 chr19 11453454 TMEM205
ENSG00000105520.6 chr19 11466062 DKFZP761J1410
ENSG00000173928.2 chr19 11485361 SWSAP1
ENSG00000130175.5 chr19 11546269 PRKCSH
ENSG00000105514.3 chr19 11432722 RAB3D
ENSG00000130159.9 chr19 11616731 ECSIT
ENSG00000187266.9 chr19 11488236 EPOR
ENSG00000198003.7 chr19 11531272 CCDC151
ENSG00000102575.6 chr19 11685555 ACP5
ENSG00000196361.5 chr19 11562141 ELAVL3
ENSG00000198551.5 chr19 11708235 ZNF627
ENSG00000161914.5 chr19 11594242 ZNF653
ENSG00000130165.6 chr19 11663858 ELOF1
ENSG00000224578.3 chr16 51679667 HNRNPA1P48
ENSG00000118046.10 chr19 1205740 STK11
ENSG00000197933.8 chr19 11832080 ZNF823
ENSG00000171291.4 chr19 11976772 ZNF439
ENSG00000198429.5 chr19 11998670 ZNF69
ENSG00000196757.3 chr19 12035883 ZNF700
ENSG00000099624.3 chr19 1241749 ATP5D
ENSG00000197054.7 chr19 12075869 ZNF763
ENSG00000167470.8 chr19 1248552 MIDN
ENSG00000223547.5 chr19 12175514 ZNF844
ENSG00000099622.9 chr19 1269336 CIRBP
ENSG00000132010.11 chr19 12242165 ZNF20
ENSG00000188868.9 chr19 12428291 ZNF563
ENSG00000228300.9 chr19 1275026 C19orf24
ENSG00000180855.11 chr19 12540521 ZNF443
ENSG00000198342.5 chr19 12460185 ZNF442
ENSG00000249709.3 chr19 12636184 ZNF564
ENSG00000173875.9 chr19 12721732 ZNF791
ENSG00000104774.8 chr19 12757327 MAN2B1
ENSG00000105583.5 chr19 12778885 WDR83OS
ENSG00000123154.7 chr19 12780517 WDR83
ENSG00000105576.11 chr19 12810015 TNPO2
ENSG00000188033.5 chr19 12688775 ZNF490
ENSG00000198356.7 chr19 12848306 ASNA1
ENSG00000171223.4 chr19 12902310 JUNB
ENSG00000104889.4 chr19 12917394 RNASEH2A
ENSG00000095059.11 chr19 12786536 DHPS
ENSG00000132004.8 chr19 12799731 FBXW9
ENSG00000123144.6 chr19 12841454 C19orf43
ENSG00000105607.8 chr19 13001974 GCDH
ENSG00000095066.7 chr19 12873817 HOOK2
ENSG00000179218.9 chr19 13049421 CALR
ENSG00000179262.5 chr19 13056690 RAD23A
ENSG00000105612.4 chr19 12986025 DNASE2
ENSG00000179115.6 chr19 13033294 FARSA
ENSG00000179271.1 chr19 13064972 GADD45GIP1
ENSG00000008441.12 chr19 13106422 NFIX
ENSG00000104903.4 chr19 13209847 LYL1
ENSG00000104907.8 chr19 13215716 TRMT1
ENSG00000160877.5 chr19 13229151 NACC1
ENSG00000160888.6 chr19 13261247 IER2
ENSG00000104915.10 chr19 13254876 STX10
ENSG00000160953.10 chr19 1356322 MUM1
ENSG00000115286.14 chr19 1383630 NDUFS7
ENSG00000104957.9 chr19 13858593 CCDC130
ENSG00000037757.9 chr19 13875363 MRI1
ENSG00000104979.4 chr19 13884982 C19orf53
ENSG00000132003.5 chr19 13906274 ZSWIM4
ENSG00000071626.12 chr19 1407568 DAZAP1
ENSG00000115268.5 chr19 1438358 RPS15
ENSG00000132024.13 chr19 14017014 CC2D1A
ENSG00000132017.6 chr19 14063304 DCAF15
ENSG00000132005.4 chr19 14072350 RFX1
ENSG00000130005.7 chr19 1397091 GAMT
ENSG00000132016.7 chr19 13993168 C19orf57
ENSG00000104998.2 chr19 14142560 IL27RA
ENSG00000141858.7 chr19 14198652 SAMD1
ENSG00000072062.9 chr19 14203862 PRKACA
ENSG00000105011.4 chr19 14230321 ASF1B
ENSG00000119559.11 chr19 1473203 C19orf25
ENSG00000123146.15 chr19 14492256 CD97
ENSG00000123143.8 chr19 14551072 PKN1
ENSG00000123136.10 chr19 14519663 DDX39A
ENSG00000099797.7 chr19 14640372 TECR
ENSG00000123159.11 chr19 14589058 GIPC1
ENSG00000131355.10 chr19 14730051 EMR3
ENSG00000132002.3 chr19 14625582 DNAJB1
ENSG00000099795.2 chr19 14676890 NDUFB7
ENSG00000160961.7 chr19 14800913 ZNF333
ENSG00000105131.3 chr19 15337730 EPHX3
ENSG00000141867.13 chr19 15347647 BRD4
ENSG00000105135.11 chr19 15225798 ILVBL
ENSG00000105127.3 chr19 15464196 AKAP8
ENSG00000267059.1 chr19 1597154 UQCR11
ENSG00000011243.12 chr19 15490861 AKAP8L
ENSG00000105122.7 chr19 15562438 RASAL3
ENSG00000161031.8 chr19 15579456 PGLYRP2
ENSG00000071564.10 chr19 1609293 TCF3
ENSG00000186529.9 chr19 15751709 CYP4F3
ENSG00000167460.10 chr19 16187116 TPM4
ENSG00000167461.7 chr19 16222439 RAB8A
ENSG00000105058.7 chr19 16296229 FAM32A
ENSG00000072958.4 chr19 16308389 AP1M1
ENSG00000127528.5 chr19 16435628 KLF2
ENSG00000127527.9 chr19 16472392 EPS15L1
ENSG00000127526.9 chr19 16660642 SLC35E1
ENSG00000085872.10 chr19 16628700 CHERP
ENSG00000072954.2 chr19 16771938 TMEM38A
ENSG00000105085.6 chr19 16685730 MED26
ENSG00000214046.4 chr19 16755556 SMIM7
ENSG00000127511.5 chr19 16940218 SIN3B
ENSG00000160111.8 chr19 17003758 CPAMD8
ENSG00000131351.10 chr19 17160571 HAUS8
ENSG00000099331.9 chr19 17186591 MYO9B
ENSG00000053501.8 chr19 17326168 USE1
ENSG00000099330.4 chr19 17337013 OCEL1
ENSG00000105393.11 chr19 17378252 BABAM1
ENSG00000160117.10 chr19 17392454 ANKLE1
ENSG00000130312.2 chr19 17416477 MRPL34
ENSG00000130311.6 chr19 17420340 DDA1
ENSG00000074855.6 chr19 17434032 ANO8
ENSG00000130299.12 chr19 17448353 GTPBP3
ENSG00000160113.5 chr19 17342692 NR2F6
ENSG00000141971.8 chr19 17530920 MVB12A
ENSG00000127220.5 chr19 17402940 ABHD8
ENSG00000130304.12 chr19 17581253 SLC27A1
ENSG00000130313.2 chr19 17622438 PGLS
ENSG00000130303.8 chr19 17513748 BST2
ENSG00000130309.6 chr19 17666403 COLGALT1
ENSG00000130479.6 chr19 17830161 MAP1S
ENSG00000130475.10 chr19 17862286 FCHO1
ENSG00000105640.8 chr19 17970685 RPL18A
ENSG00000007080.6 chr19 18045905 CCDC124
ENSG00000105643.4 chr19 18118977 ARRDC2
ENSG00000099308.5 chr19 18208603 MAST3
ENSG00000105647.9 chr19 18263626 PIK3R2
ENSG00000216490.2 chr19 18284584 IFI30
ENSG00000079313.7 chr19 1815248 REXO1
ENSG00000254858.4 chr19 18303992 MPV17L2
ENSG00000096996.10 chr19 18181369 IL12RB1
ENSG00000105650.16 chr19 18321371 PDE4C
ENSG00000130522.4 chr19 18390563 JUND
ENSG00000130520.5 chr19 18417040 LSM4
ENSG00000130511.10 chr19 18530239 SSBP4
ENSG00000105656.7 chr19 18553473 ELL
ENSG00000175489.8 chr19 18501954 LRRC25
ENSG00000105700.6 chr19 18668598 KXD1
ENSG00000105655.13 chr19 18545619 ISYNA1
ENSG00000221983.3 chr19 18682670 UBA52
ENSG00000006015.13 chr19 18699535 C19orf60
ENSG00000006016.6 chr19 18704047 CRLF1
ENSG00000105696.4 chr19 18723682 TMEM59L
ENSG00000167487.7 chr19 18747775 KLHL26
ENSG00000213638.4 chr19 1905417 ADAT3
ENSG00000105701.10 chr19 18642568 FKBP8
ENSG00000227500.5 chr19 1905213 SCAMP4
ENSG00000005007.8 chr19 18942747 UPF1
ENSG00000105671.7 chr19 19030484 DDX49
ENSG00000051128.14 chr19 19040012 HOMER3
ENSG00000064607.12 chr19 19101702 SUGP2
ENSG00000105669.8 chr19 19010382 COPE
ENSG00000105676.9 chr19 19144384 ARMC6
ENSG00000181035.9 chr19 19174808 SLC25A42
ENSG00000064490.8 chr19 19303008 RFXANK
ENSG00000130287.8 chr19 19322838 NCAN
ENSG00000184162.9 chr19 19312219 NR2C2AP
ENSG00000133275.11 chr19 1941188 CSNK1G2
ENSG00000167491.12 chr19 19496642 GATAD2A
ENSG00000064547.9 chr19 19734478 LPAR2
ENSG00000089639.6 chr19 19740285 GMIP
ENSG00000105726.12 chr19 19756012 ATP13A1
ENSG00000181896.7 chr19 19779660 ZNF101
ENSG00000105717.8 chr19 19672523 PBX4
ENSG00000105708.8 chr19 19821280 ZNF14
ENSG00000133243.4 chr19 1985447 BTBD2
ENSG00000184635.9 chr19 20011870 ZNF93
ENSG00000099875.10 chr19 2037470 MKNK2
ENSG00000197124.7 chr19 20115227 ZNF682
ENSG00000188171.10 chr19 20802867 ZNF626
ENSG00000172081.9 chr19 2071037 MOB3A
ENSG00000065000.11 chr19 2100995 AP3D1
ENSG00000118620.8 chr19 21203426 ZNF430
ENSG00000196705.4 chr19 21324843 ZNF431
ENSG00000196268.7 chr19 21579931 ZNF493
ENSG00000197013.5 chr19 21688366 ZNF429
ENSG00000104885.12 chr19 2164148 DOT1L
ENSG00000198521.7 chr19 21990128 ZNF43
ENSG00000104897.4 chr19 2236520 SF3A2
ENSG00000188305.4 chr19 2274631 C19orf35
ENSG00000104886.4 chr19 2233155 PLEKHJ1
ENSG00000196109.6 chr19 22361893 ZNF676
ENSG00000130332.9 chr19 2321520 LSM7
ENSG00000167232.9 chr19 23540498 ZNF91
ENSG00000196172.8 chr19 23921997 ZNF681
ENSG00000213096.5 chr19 24269995 ZNF254
ENSG00000176619.6 chr19 2428165 LMNB2
ENSG00000099860.4 chr19 2476125 GADD45B
ENSG00000176533.8 chr19 2511217 GNG7
ENSG00000141873.6 chr19 2732522 SLC39A3
ENSG00000104969.5 chr19 2754712 SGTA
ENSG00000172009.10 chr19 2785458 THOP1
ENSG00000186300.7 chr19 2841433 ZNF555
ENSG00000141934.5 chr19 281040 PPAP2C
ENSG00000171970.8 chr19 2900896 ZNF57
ENSG00000175691.8 chr19 2933216 ZNF77
ENSG00000166289.5 chr19 30155963 PLEKHF1
ENSG00000104964.10 chr19 3053160 AES
ENSG00000105556.5 chr19 305575 MIER2
ENSG00000088256.4 chr19 3094408 GNA11
ENSG00000060558.3 chr19 3136191 GNA15
ENSG00000125910.4 chr19 3178736 S1PR4
ENSG00000125912.6 chr19 3185598 NCLN
ENSG00000178904.13 chr19 32897031 DPY19L3
ENSG00000105185.6 chr19 33071974 PDCD5
ENSG00000141905.13 chr19 3366547 NFIC
ENSG00000153879.3 chr19 33864236 CEBPG
ENSG00000169021.4 chr19 29698173 UQCRFS1
ENSG00000129932.3 chr19 3490819 DOHH
ENSG00000105171.5 chr19 30097190 POP4
ENSG00000131943.13 chr19 30193310 C19orf12
ENSG00000105220.10 chr19 34855931 GPI
ENSG00000126249.3 chr19 34895289 PDCD2L
ENSG00000126261.8 chr19 34919268 UBA2
ENSG00000089335.16 chr19 35168567 ZNF302
ENSG00000064961.14 chr19 3572936 HMG20B
ENSG00000161091.8 chr19 3544197 MFSD12
ENSG00000105698.10 chr19 35759968 USF2
ENSG00000105695.10 chr19 35783037 MAG
ENSG00000105677.7 chr19 36036497 TMEM147
ENSG00000105298.9 chr19 3610639 CACTIN
ENSG00000126254.7 chr19 36119951 RBM42
ENSG00000126267.4 chr19 36139125 COX6B1
ENSG00000011590.9 chr19 36203830 ZBTB32
ENSG00000272333.1 chr19 36208921 WBP7
ENSG00000205155.3 chr19 36236501 PSENEN
ENSG00000267796.3 chr19 36239262 LIN37
ENSG00000004777.14 chr19 36266477 ARHGAP33
ENSG00000186111.4 chr19 3630181 PIP5K1C
ENSG00000126264.5 chr19 36393440 HCST
ENSG00000121297.6 chr19 31765851 TSHZ3
ENSG00000205138.2 chr19 36486090 SDHAF1
ENSG00000105254.7 chr19 36605888 TBCB
ENSG00000126247.6 chr19 36630477 CAPNS1
ENSG00000167635.7 chr19 36705504 ZNF146
ENSG00000183617.4 chr19 3762662 MRPL54
ENSG00000173976.11 chr19 3769087 RAX2
ENSG00000189042.9 chr19 37180302 ZNF567
ENSG00000251247.5 chr19 37341263 ZNF345
ENSG00000011132.7 chr19 3750878 APBA3
ENSG00000188283.7 chr19 37717366 ZNF383
ENSG00000007264.9 chr19 3777971 MATK
ENSG00000105186.9 chr19 33087913 ANKRD27
ENSG00000171827.6 chr19 37959982 ZNF570
ENSG00000121289.12 chr19 33369908 CEP89
ENSG00000131944.5 chr19 33463156 C19orf40
ENSG00000131941.3 chr19 33469499 RHPN2
ENSG00000130881.9 chr19 33685490 LRP3
ENSG00000245848.2 chr19 33790840 CEBPA
ENSG00000124299.8 chr19 33877865 PEPD
ENSG00000105738.6 chr19 38397868 SIPA1L3
ENSG00000099337.3 chr19 38810484 KCNK6
ENSG00000153885.9 chr19 34287767 KCTD15
ENSG00000196218.7 chr19 38924339 RYR1
ENSG00000178982.5 chr19 39109737 EIF3K
ENSG00000130402.7 chr19 39138310 ACTN4
ENSG00000104825.12 chr19 39390639 NFKBIB
ENSG00000257103.4 chr19 34663471 LSM14A
ENSG00000128626.7 chr19 39421594 MRPS12
ENSG00000167657.7 chr19 3958452 DAPK3
ENSG00000130669.13 chr19 39616442 PAK4
ENSG00000167658.11 chr19 3976054 EEF2
ENSG00000179134.10 chr19 39833108 SAMD4B
ENSG00000105229.2 chr19 4007644 PIAS4
ENSG00000063322.9 chr19 39881951 MED29
ENSG00000128016.4 chr19 39897487 ZFP36
ENSG00000197841.9 chr19 35225854 ZNF181
ENSG00000180884.9 chr19 35447258 ZNF792
ENSG00000089351.10 chr19 35491191 GRAMD1A
ENSG00000089327.10 chr19 35645656 FXYD5
ENSG00000126934.9 chr19 4090319 MAP2K2
ENSG00000178951.4 chr19 4044362 ZBTB7A
ENSG00000013275.3 chr19 40476912 PSMC4
ENSG00000126262.3 chr19 35940617 FFAR2
ENSG00000183186.6 chr19 405438 C2CD4C
ENSG00000105672.10 chr19 36132647 ETV2
ENSG00000126246.5 chr19 36230153 IGFLR1
ENSG00000161265.9 chr19 36233433 U2AF1L4
ENSG00000160460.11 chr19 41036395 SPTBN4
ENSG00000167604.9 chr19 36379143 NFKBID
ENSG00000011600.7 chr19 36395312 TYROBP
ENSG00000090006.13 chr19 41107277 LTBP4
ENSG00000239382.6 chr19 36500026 ALKBH6
ENSG00000086544.2 chr19 41223008 ITPKC
ENSG00000077312.4 chr19 41256764 SNRPA
ENSG00000105258.4 chr19 36604612 POLR2I
ENSG00000167578.12 chr19 41284171 RAB4B
ENSG00000269858.1 chr19 41305420 EGLN2
ENSG00000196357.7 chr19 36673188 ZNF565
ENSG00000254004.2 chr19 37001930 ZNF260
ENSG00000167600.9 chr19 41698954 CYP2S1
ENSG00000186020.8 chr19 37035288 ZNF529
ENSG00000077463.10 chr19 4174106 SIRT6
ENSG00000105323.12 chr19 41768401 HNRNPUL1
ENSG00000197808.7 chr19 37128891 ZNF461
ENSG00000142039.3 chr19 41816094 CCDC97
ENSG00000007129.13 chr19 42082587 CEACAM21
ENSG00000105248.11 chr19 4247076 CCDC94
ENSG00000170956.12 chr19 42300369 CEACAM3
ENSG00000196967.6 chr19 37641912 ZNF585A
ENSG00000105372.2 chr19 42363988 RPS19
ENSG00000105369.5 chr19 42381190 CD79A
ENSG00000076928.13 chr19 42388515 ARHGEF1
ENSG00000105255.6 chr19 4304597 FSD1
ENSG00000167625.6 chr19 42724423 ZNF526
ENSG00000180479.9 chr19 38055166 ZNF571
ENSG00000079432.3 chr19 42788817 CIC
ENSG00000120784.11 chr19 38121910 ZFP30
ENSG00000167619.7 chr19 42817488 TMEM145
ENSG00000189144.9 chr19 38229203 ZNF573
ENSG00000008382.11 chr19 4343524 MPND
ENSG00000178078.7 chr19 4324040 STAP2
ENSG00000167641.6 chr19 38741877 PPP1R14A
ENSG00000167642.8 chr19 38755098 SPINT2
ENSG00000167645.12 chr19 38795758 YIF1B
ENSG00000099341.7 chr19 38865176 PSMD8
ENSG00000130244.8 chr19 38893775 FAM98C
ENSG00000171777.11 chr19 38899698 RASGRP4
ENSG00000141985.5 chr19 4360367 SH3GL1
ENSG00000104814.8 chr19 39078309 MAP4K1
ENSG00000182472.4 chr19 39221199 CAPN12
ENSG00000167670.11 chr19 4402659 CHAF1A
ENSG00000104823.4 chr19 39306062 ECH1
ENSG00000104824.11 chr19 39327275 HNRNPL
ENSG00000187994.9 chr19 39358470 RINL
ENSG00000068903.15 chr19 39369197 SIRT2
ENSG00000104835.10 chr19 39405906 SARS2
ENSG00000167637.12 chr19 44331444 ZNF283
ENSG00000167671.7 chr19 4445003 UBXN6
ENSG00000204920.6 chr19 44488369 ZNF155
ENSG00000167674.10 chr19 4472284 HDGFRP2
ENSG00000130755.8 chr19 39818997 GMFG
ENSG00000159882.8 chr19 44507100 ZNF230
ENSG00000006712.10 chr19 39876492 PAF1
ENSG00000267680.1 chr19 44598545 ZNF224
ENSG00000105193.4 chr19 39923847 RPS16
ENSG00000196235.9 chr19 39936324 SUPT5H
ENSG00000167380.12 chr19 44669317 ZNF226
ENSG00000176401.5 chr19 40021630 EID2B
ENSG00000176396.9 chr19 40028890 EID2
ENSG00000131115.11 chr19 44716691 ZNF227
ENSG00000105204.9 chr19 40315990 DYRK1B
ENSG00000105202.3 chr19 40325098 FBL
ENSG00000090920.9 chr19 40353963 FCGBP
ENSG00000167680.11 chr19 4542605 SEMA6B
ENSG00000214456.4 chr19 4522543 PLIN5
ENSG00000171236.9 chr19 4536421 LRG1
ENSG00000130202.5 chr19 45349783 PVRL2
ENSG00000130758.3 chr19 40697651 MAP3K10
ENSG00000104853.11 chr19 45458503 CLPTM1
ENSG00000104856.9 chr19 45504688 RELB
ENSG00000105223.14 chr19 40854607 PLD3
ENSG00000197019.4 chr19 40927499 SERTAD1
ENSG00000167565.8 chr19 40946751 SERTAD3
ENSG00000160410.10 chr19 41082757 SHKBP1
ENSG00000123815.7 chr19 41197434 ADCK4
ENSG00000117877.6 chr19 45909467 CD3EAP
ENSG00000188493.10 chr19 41246761 C19orf54
ENSG00000125753.9 chr19 46010674 VASP
ENSG00000185361.4 chr19 4639530 TNFAIP8L1
ENSG00000142002.12 chr19 4675238 DPP9
ENSG00000123810.3 chr19 41860326 B9D2
ENSG00000074842.3 chr19 4657557 C19orf10
ENSG00000077348.4 chr19 41892279 EXOSC5
ENSG00000248098.5 chr19 41903365 BCKDHA
ENSG00000177191.2 chr19 41931264 B3GNT8
ENSG00000105341.14 chr19 41937224 ATP5SL
ENSG00000105352.6 chr19 42125344 CEACAM4
ENSG00000141933.8 chr19 507299 TPGS1
ENSG00000160014.12 chr19 47104493 CALM3
ENSG00000105404.6 chr19 42460833 RABAC1
ENSG00000105409.11 chr19 42470734 ATP1A3
ENSG00000028277.16 chr19 42590263 POU2F2
ENSG00000160570.9 chr19 42702750 DEDD2
ENSG00000105722.5 chr19 42751724 ERF
ENSG00000141965.3 chr19 4791728 FEM1A
ENSG00000079462.3 chr19 42801185 PAFAH1B3
ENSG00000105427.5 chr19 42891171 CNFN
ENSG00000189377.4 chr19 42932440 CXCL17
ENSG00000127666.8 chr19 4815944 TICAM1
ENSG00000197405.3 chr19 47813131 C5AR1
ENSG00000134830.3 chr19 47840371 C5AR2
ENSG00000105355.4 chr19 4838353 PLIN3
ENSG00000221826.5 chr19 43225794 PSG3
ENSG00000178980.10 chr19 48281829 SEPW1
ENSG00000188334.3 chr19 48471303 BSPH1
ENSG00000124466.8 chr19 43964939 LYPD3
ENSG00000176531.6 chr19 43979255 PHLDB3
ENSG00000105755.3 chr19 44010871 ETHE1
ENSG00000073050.7 chr19 44047464 XRCC1
ENSG00000124444.11 chr19 44100544 ZNF576
ENSG00000131116.7 chr19 44111371 ZNF428
ENSG00000011422.7 chr19 44150247 PLAUR
ENSG00000205784.2 chr19 4890449 ARRDC5
ENSG00000105771.9 chr19 44235301 SMG9
ENSG00000104783.7 chr19 44270685 KCNN4
ENSG00000105443.9 chr19 48972465 CYTH2
ENSG00000159871.10 chr19 44300393 LYPD5
ENSG00000088002.7 chr19 49078797 SULT2B1
ENSG00000124459.7 chr19 44416781 ZNF45
ENSG00000063176.11 chr19 49122548 SPHK2
ENSG00000159885.9 chr19 44529515 ZNF222
ENSG00000099804.4 chr19 531714 CDC34
ENSG00000256294.3 chr19 44617511 ZNF225
ENSG00000263002.3 chr19 44645759 ZNF234
ENSG00000087088.15 chr19 49458186 BAX
ENSG00000087086.9 chr19 49468558 FTL
ENSG00000159917.10 chr19 44790503 ZNF235
ENSG00000183207.8 chr19 49496705 RUVBL2
ENSG00000062370.12 chr19 44831096 ZNF112
ENSG00000104852.10 chr19 49588708 SNRNP70
ENSG00000104863.7 chr19 49617618 LIN7B
ENSG00000130529.11 chr19 49660998 TRPM4
ENSG00000104894.7 chr19 49838657 CD37
ENSG00000073008.10 chr19 45147098 PVR
ENSG00000186567.8 chr19 45174724 CEACAM19
ENSG00000069399.8 chr19 45251804 BCL3
ENSG00000090554.7 chr19 49977493 FLT3LG
ENSG00000142541.12 chr19 49990811 RPL13A
ENSG00000142534.2 chr19 49999631 RPS11
ENSG00000142552.3 chr19 50030875 RCN3
ENSG00000130204.8 chr19 45394477 TOMM40
ENSG00000126464.9 chr19 50094900 PRR12
ENSG00000126453.5 chr19 50168823 BCL2L12
ENSG00000104859.10 chr19 45542298 CLASRP
ENSG00000170684.4 chr19 45574758 ZNF296
ENSG00000196961.8 chr19 50270225 AP2A1
ENSG00000104973.10 chr19 50321546 MED25
ENSG00000007255.6 chr19 45666186 TRAPPC6A
ENSG00000104960.11 chr19 50354416 PTOV1
ENSG00000104946.6 chr19 50380682 TBC1D17
ENSG00000104884.10 chr19 45853095 ERCC2
ENSG00000142528.11 chr19 50529212 ZNF473
ENSG00000012061.11 chr19 45910591 ERCC1
ENSG00000125740.9 chr19 45971253 FOSB
ENSG00000125744.7 chr19 45988552 RTN2
ENSG00000125741.4 chr19 46030685 OPA3
ENSG00000125746.10 chr19 46112658 EML2
ENSG00000125743.6 chr19 46190712 SNRPD2
ENSG00000011478.7 chr19 46195741 QPCTL
ENSG00000177051.5 chr19 46213887 FBXO46
ENSG00000161671.12 chr19 50979756 EMC10
ENSG00000125755.13 chr19 46318693 SYMPK
ENSG00000127663.10 chr19 4969132 KDM4B
ENSG00000170604.3 chr19 46386866 IRF2BP1
ENSG00000176182.5 chr19 46393278 MYPOP
ENSG00000105472.8 chr19 51226586 CLEC11A
ENSG00000142513.4 chr19 51293672 ACPT
ENSG00000188624.2 chr19 46623328 IGFL3
ENSG00000129450.4 chr19 51628165 SIGLEC9
ENSG00000168995.9 chr19 51645558 SIGLEC7
ENSG00000105383.10 chr19 51728354 CD33
ENSG00000160013.4 chr19 47123725 PTGIR
ENSG00000105287.8 chr19 47177574 PRKD2
ENSG00000090372.10 chr19 47222764 STRN4
ENSG00000181027.6 chr19 47249303 FKRP
ENSG00000105281.8 chr19 47278140 SLC1A5
ENSG00000042753.7 chr19 47341424 AP2S1
ENSG00000105497.3 chr19 52074551 ZNF175
ENSG00000182310.7 chr19 52196597 LINC00085
ENSG00000130748.6 chr19 47549165 TMEM160
ENSG00000130749.5 chr19 47567444 ZC3H4
ENSG00000171049.8 chr19 52266013 FPR2
ENSG00000187474.4 chr19 52298416 FPR3
ENSG00000142230.7 chr19 47634120 SAE1
ENSG00000105327.11 chr19 47724084 BBC3
ENSG00000176024.12 chr19 52430688 ZNF613
ENSG00000134815.14 chr19 47852538 DHX34
ENSG00000118162.9 chr19 47978401 KPTN
ENSG00000105402.3 chr19 47990894 NAPA
ENSG00000196214.6 chr19 52772824 ZNF766
ENSG00000063169.6 chr19 48111453 GLTSCR1
ENSG00000105373.14 chr19 48248779 GLTSCR2
ENSG00000167562.7 chr19 53073528 ZNF701
ENSG00000105499.9 chr19 48551100 PLA2G4C
ENSG00000105486.9 chr19 48618702 LIG1
ENSG00000105483.12 chr19 48714044 CARD8
ENSG00000172270.14 chr19 571305 BSG
ENSG00000142227.6 chr19 48828582 EMP3
ENSG00000161558.6 chr19 48835613 TMEM143
ENSG00000105438.4 chr19 48885827 KDELR1
ENSG00000105447.8 chr19 48949030 GRWD1
ENSG00000063177.8 chr19 49118585 RPL18
ENSG00000105516.6 chr19 49133287 DBP
ENSG00000213799.6 chr19 53837002 ZNF845
ENSG00000196417.8 chr19 53898403 ZNF765
ENSG00000105552.10 chr19 49298323 BCAT2
ENSG00000198346.6 chr19 53970989 ZNF813
ENSG00000087074.7 chr19 49375649 PPP1R15A
ENSG00000130844.12 chr19 54024278 ZNF331
ENSG00000104805.11 chr19 49403307 NUCB1
ENSG00000104812.10 chr19 49471382 GYS1
ENSG00000179820.11 chr19 54371137 MYADM
ENSG00000074219.9 chr19 49843852 TEAD2
ENSG00000104872.6 chr19 49949556 PIH1D1
ENSG00000088038.13 chr19 54641444 CNOT3
ENSG00000161618.5 chr19 49956426 ALDH16A1
ENSG00000170889.9 chr19 54704610 RPS9
ENSG00000104870.8 chr19 50016411 FCGRT
ENSG00000142546.9 chr19 50058970 NOSIP
ENSG00000126458.3 chr19 50138549 RRAS
ENSG00000126461.10 chr19 50145382 SCAF1
ENSG00000126456.11 chr19 50162829 IRF3
ENSG00000126457.16 chr19 50180409 PRMT1
ENSG00000010361.9 chr19 50310154 FUZ
ENSG00000167618.5 chr19 55014013 LAIR2
ENSG00000039650.5 chr19 50364461 PNKP
ENSG00000204673.6 chr19 50372301 AKT1S1
ENSG00000104951.11 chr19 50392911 IL4I1
ENSG00000213024.6 chr19 50410800 NUP62
ENSG00000104974.6 chr19 55105113 LILRA1
ENSG00000169136.4 chr19 50431959 ATF5
ENSG00000161640.11 chr19 50452242 SIGLEC11
ENSG00000104972.10 chr19 55141963 LILRB1
ENSG00000105053.6 chr19 50479749 VRK3
ENSG00000130254.7 chr19 5587010 SAFB2
ENSG00000131401.7 chr19 50837057 NAPSB
ENSG00000131400.3 chr19 50861734 NAPSA
ENSG00000131408.9 chr19 50879726 NR1H2
ENSG00000062822.8 chr19 50887596 POLD1
ENSG00000161677.7 chr19 51009259 JOSD2
ENSG00000160469.12 chr19 55795534 BRSK1
ENSG00000167747.9 chr19 51300961 C19orf48
ENSG00000090971.4 chr19 55996371 NAT14
ENSG00000167748.6 chr19 51322409 KLK1
ENSG00000171443.6 chr19 56111735 ZNF524
ENSG00000213015.4 chr19 56153418 ZNF580
ENSG00000171425.5 chr19 56154913 ZNF581
ENSG00000173581.3 chr19 56159401 CCDC106
ENSG00000063244.8 chr19 56165512 U2AF2
ENSG00000160633.8 chr19 5623110 SAFB
ENSG00000142544.6 chr19 51600863 CTU1
